,PLAYER,TEAM,DIV,CONF,RANK,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AVG PTS,AVG REB,AVG AST,AVG STL,AVG BLK,AVG PF
294,James Johnson,MIN,Northwest,West,28,33,32,14,18,620,270,103,215,47.9,33,91,36.3,31,48,64.6,25,93,118,74,48,25,32,80,645.6,0,0,-75,8.4375,3.6875,2.3125,0.78125,1.0,2.5
295,Naz Reid,MIN,Northwest,West,28,20,30,8,22,495,269,100,243,41.2,32,97,33.0,37,53,69.8,34,90,124,35,22,19,22,83,571.3,2,0,6,8.966666666666667,4.133333333333334,1.1666666666666667,0.6333333333333333,0.7333333333333333,2.7666666666666666
296,Nickeil Alexander-Walker,NOP,Southwest,West,21,21,47,19,28,591,267,98,266,36.8,46,133,34.6,25,37,67.6,9,75,84,89,54,17,8,57,522.3,0,0,-56,5.680851063829787,1.7872340425531914,1.8936170212765957,0.3617021276595745,0.1702127659574468,1.2127659574468086
297,Sterling Brown,MIL,Central,East,1,25,52,39,13,767,266,95,256,37.1,44,136,32.4,32,40,80.0,31,152,183,51,42,29,7,54,628.1,1,0,65,5.115384615384615,3.519230769230769,0.9807692307692307,0.5576923076923077,0.1346153846153846,1.0384615384615385
298,Ryan Arcidiacono,CHI,Central,East,24,26,58,21,37,930,261,90,220,40.9,54,138,39.1,27,38,71.1,20,90,110,96,37,27,3,96,590.0,0,0,-82,4.5,1.896551724137931,1.6551724137931034,0.46551724137931033,0.05172413793103448,1.6551724137931034
299,Dewayne Dedmon,ATL,Southeast,East,27,30,44,17,27,774,256,102,255,40.0,22,107,20.6,30,36,83.3,60,189,249,22,57,25,41,133,728.8,3,0,-28,5.818181818181818,5.659090909090909,0.5,0.5681818181818182,0.9318181818181818,3.022727272727273
300,Mario Hezonja,POR,Northwest,West,15,25,53,24,29,871,256,92,218,42.2,24,78,30.8,48,59,81.4,30,154,184,50,42,36,9,107,644.8,1,0,-177,4.830188679245283,3.4716981132075473,0.9433962264150944,0.6792452830188679,0.16981132075471697,2.018867924528302
301,DeAndre' Bembry,ATL,Southeast,East,27,25,43,10,33,915,249,104,228,45.6,15,65,23.1,26,48,54.2,34,118,152,81,60,55,19,84,714.9,2,0,-257,5.790697674418604,3.5348837209302326,1.8837209302325582,1.2790697674418605,0.4418604651162791,1.9534883720930232
302,Denzel Valentine,CHI,Central,East,24,26,36,12,24,488,246,97,237,40.9,46,137,33.6,6,8,75.0,9,65,74,43,26,26,6,51,469.3,0,0,-41,6.833333333333333,2.0555555555555554,1.1944444444444444,0.7222222222222222,0.16666666666666666,1.4166666666666667
303,Luguentz Dort,OKC,Northwest,West,9,21,36,26,10,820,244,86,218,39.4,30,101,29.7,42,53,79.2,24,57,81,27,22,31,4,97,464.7,0,0,55,6.777777777777778,2.25,0.75,0.8611111111111112,0.1111111111111111,2.6944444444444446
304,Jahlil Okafor,NOP,Southwest,West,21,24,30,9,21,467,243,101,162,62.3,1,3,33.3,40,62,64.5,48,79,127,37,38,7,22,67,499.9,2,0,-101,8.1,4.233333333333333,1.2333333333333334,0.23333333333333334,0.7333333333333333,2.2333333333333334
305,Sekou Doumbouya,DET,Central,East,26,19,38,10,28,754,243,92,236,39.0,28,98,28.6,31,46,67.4,20,98,118,19,35,20,8,80,462.1,2,0,-176,6.394736842105263,3.1052631578947367,0.5,0.5263157894736842,0.21052631578947367,2.1052631578947367
306,Treveon Graham,ATL,Southeast,East,27,26,55,21,34,929,243,87,242,36.0,33,120,27.5,36,56,64.3,51,99,150,45,29,24,6,102,551.5,0,0,-151,4.418181818181818,2.727272727272727,0.8181818181818182,0.43636363636363634,0.10909090909090909,1.8545454545454545
307,Trey Burke,DAL,Southwest,West,13,27,33,16,17,520,243,94,209,45.0,32,75,42.7,23,29,79.3,16,34,50,83,21,16,2,33,460.5,0,0,25,7.363636363636363,1.5151515151515151,2.515151515151515,0.48484848484848486,0.06060606060606061,1.0
308,Bruno Fernando,ATL,Southeast,East,27,21,56,18,38,713,240,103,199,51.8,5,37,13.5,29,51,56.9,67,131,198,49,42,18,17,107,614.1,1,0,-94,4.285714285714286,3.5357142857142856,0.875,0.32142857142857145,0.30357142857142855,1.9107142857142858
309,Cody Martin,CHA,Southeast,East,22,24,48,16,32,903,238,89,207,43.0,18,77,23.4,42,65,64.6,38,120,158,95,44,39,9,78,670.1,0,0,-69,4.958333333333333,3.2916666666666665,1.9791666666666667,0.8125,0.1875,1.625
310,Grant Williams,BOS,Atlantic,East,5,21,69,47,22,1043,237,87,211,41.2,24,96,25.0,39,54,72.2,59,119,178,68,50,30,36,163,700.6,0,0,131,3.4347826086956523,2.579710144927536,0.9855072463768116,0.43478260869565216,0.5217391304347826,2.36231884057971
311,Semi Ojeleye,BOS,Atlantic,East,5,25,69,46,23,1011,236,80,196,40.8,48,127,37.8,28,32,87.5,26,119,145,37,19,21,5,80,524.5,0,0,-31,3.420289855072464,2.101449275362319,0.5362318840579711,0.30434782608695654,0.07246376811594203,1.1594202898550725
312,Reggie Bullock,NYK,Atlantic,East,25,29,29,9,20,684,234,90,224,40.2,37,111,33.3,17,21,81.0,13,55,68,42,19,25,3,56,443.6,0,0,-78,8.068965517241379,2.3448275862068964,1.4482758620689655,0.8620689655172413,0.10344827586206896,1.9310344827586208
313,Rodney Hood,POR,Northwest,West,15,27,21,8,13,619,230,87,172,50.6,35,71,49.3,21,27,77.8,10,62,72,32,19,17,4,46,408.4,0,0,5,10.952380952380953,3.4285714285714284,1.5238095238095237,0.8095238095238095,0.19047619047619047,2.1904761904761907
314,Jordan McLaughlin,MIN,Northwest,West,28,24,30,7,23,590,229,87,178,48.9,29,76,38.2,26,39,66.7,7,42,49,125,31,34,4,31,558.3,2,0,-70,7.633333333333334,1.6333333333333333,4.166666666666667,1.1333333333333333,0.13333333333333333,1.0333333333333334
315,Mike Muscala,OKC,Northwest,West,9,28,47,26,21,572,226,77,189,40.7,54,143,37.8,18,22,81.8,16,92,108,40,17,9,12,58,461.6,0,0,-17,4.808510638297872,2.297872340425532,0.851063829787234,0.19148936170212766,0.2553191489361702,1.2340425531914894
316,Dwayne Bacon,CHA,Southeast,East,22,24,39,10,29,687,224,85,244,34.8,19,67,28.4,35,53,66.0,15,85,100,52,37,23,2,52,460.0,0,0,-132,5.743589743589744,2.5641025641025643,1.3333333333333333,0.5897435897435898,0.05128205128205128,1.3333333333333333
317,Quinn Cook,LAL,Pacific,West,3,27,44,31,13,508,224,91,214,42.5,31,85,36.5,11,14,78.6,11,40,51,49,33,12,2,27,367.7,0,0,56,5.090909090909091,1.1590909090909092,1.1136363636363635,0.2727272727272727,0.045454545454545456,0.6136363636363636
318,J.J. Barea,DAL,Southwest,West,13,36,29,15,14,450,222,85,207,41.1,32,85,37.6,20,22,90.9,10,43,53,112,38,5,2,27,436.6,0,0,20,7.655172413793103,1.8275862068965518,3.8620689655172415,0.1724137931034483,0.06896551724137931,0.9310344827586207
319,John Henson,DET,Central,East,26,29,40,8,32,600,221,95,171,55.6,8,36,22.2,23,46,50.0,46,116,162,54,36,24,42,78,658.4,1,0,-19,5.525,4.05,1.35,0.6,1.05,1.95
320,Daniel Gafford,CHI,Central,East,24,21,43,15,28,609,220,94,134,70.1,0,0,0.0,32,60,53.3,52,54,106,21,29,13,56,98,556.7,0,0,-29,5.116279069767442,2.4651162790697674,0.4883720930232558,0.3023255813953488,1.302325581395349,2.2790697674418605
321,Terrance Ferguson,OKC,Northwest,West,9,22,56,33,23,1257,220,78,220,35.5,49,168,29.2,15,20,75.0,23,51,74,51,31,27,17,155,486.3,0,0,-143,3.9285714285714284,1.3214285714285714,0.9107142857142857,0.48214285714285715,0.30357142857142855,2.767857142857143
322,Cheick Diallo,PHX,Pacific,West,16,23,47,20,27,479,219,92,142,64.8,1,3,33.3,34,39,87.2,30,101,131,22,32,11,12,55,446.2,1,0,-47,4.659574468085107,2.7872340425531914,0.46808510638297873,0.23404255319148937,0.2553191489361702,1.1702127659574468
323,Elie Okobo,PHX,Pacific,West,16,22,55,23,32,719,219,72,181,39.8,25,71,35.2,50,71,70.4,16,74,90,115,38,24,4,54,545.5,0,0,-64,3.981818181818182,1.6363636363636365,2.090909090909091,0.43636363636363634,0.07272727272727272,0.9818181818181818
324,Chandler Hutchison,CHI,Central,East,24,24,28,8,20,527,218,80,175,45.7,12,38,31.6,46,78,59.0,18,90,108,26,27,27,7,47,461.6,0,0,-144,7.785714285714286,3.857142857142857,0.9285714285714286,0.9642857142857143,0.25,1.6785714285714286
325,Yogi Ferrell,SAC,Pacific,West,20,27,50,20,30,530,218,79,188,42.0,24,79,30.4,36,42,85.7,6,43,49,69,28,18,4,38,418.3,0,0,-14,4.36,0.98,1.38,0.36,0.08,0.76
326,Luke Kornet,CHI,Central,East,24,24,36,11,25,559,215,82,187,43.9,31,108,28.7,20,28,71.4,22,62,84,32,14,11,26,54,460.8,0,0,-42,5.972222222222222,2.3333333333333335,0.8888888888888888,0.3055555555555556,0.7222222222222222,1.5
327,Rodions Kurucs,BKN,Atlantic,East,14,22,47,18,29,684,215,79,177,44.6,33,90,36.7,24,38,63.2,25,112,137,51,46,25,5,90,499.9,0,0,-27,4.574468085106383,2.9148936170212765,1.0851063829787233,0.5319148936170213,0.10638297872340426,1.9148936170212767
328,Khem Birch,ORL,Southeast,East,18,27,48,19,29,922,212,73,143,51.0,0,1,0.0,66,101,65.3,91,129,220,50,31,20,23,91,649.0,0,0,-130,4.416666666666667,4.583333333333333,1.0416666666666667,0.4166666666666667,0.4791666666666667,1.8958333333333333
329,Jake Layman,MIN,Northwest,West,28,26,23,11,12,505,210,81,179,45.3,24,72,33.3,24,32,75.0,17,40,57,15,24,17,10,47,357.9,0,0,22,9.130434782608695,2.4782608695652173,0.6521739130434783,0.7391304347826086,0.43478260869565216,2.0434782608695654
330,Shaquille Harrison,CHI,Central,East,24,26,43,14,29,484,209,77,165,46.7,16,42,38.1,39,50,78.0,22,64,86,49,19,34,19,55,525.7,1,0,62,4.8604651162790695,2.0,1.1395348837209303,0.7906976744186046,0.4418604651162791,1.2790697674418605
331,Brandon Goodwin,ATL,Southeast,East,27,24,34,13,21,430,206,76,190,40.0,26,87,29.9,28,30,93.3,11,61,72,51,29,12,4,43,387.9,0,0,-128,6.0588235294117645,2.1176470588235294,1.5,0.35294117647058826,0.11764705882352941,1.2647058823529411
332,Wilson Chandler,BKN,Atlantic,East,14,33,35,16,19,734,205,74,183,40.4,37,121,30.6,20,23,87.0,11,134,145,39,34,16,12,79,487.5,0,0,-120,5.857142857142857,4.142857142857143,1.1142857142857143,0.45714285714285713,0.34285714285714286,2.257142857142857
333,Matt Thomas,TOR,Atlantic,East,2,25,41,31,10,440,202,73,150,48.7,47,99,47.5,9,12,75.0,9,52,61,22,16,10,1,38,325.2,0,0,65,4.926829268292683,1.4878048780487805,0.5365853658536586,0.24390243902439024,0.024390243902439025,0.926829268292683
334,Anthony Tolliver,MEM,Southwest,West,17,35,55,24,31,872,200,65,182,35.7,49,145,33.8,21,29,72.4,34,120,154,42,34,19,11,74,503.8,1,0,-104,3.6363636363636362,2.8,0.7636363636363637,0.34545454545454546,0.2,1.3454545454545455
335,Troy Daniels,DEN,Northwest,West,6,28,47,34,13,532,200,72,186,38.7,46,132,34.8,10,16,62.5,12,40,52,17,12,11,3,37,317.9,0,0,4,4.25531914893617,1.1063829787234043,0.3617021276595745,0.23404255319148937,0.06382978723404255,0.7872340425531915
336,Josh Jackson,MEM,Southwest,West,17,23,22,10,12,381,198,70,159,44.0,23,72,31.9,35,50,70.0,11,55,66,35,28,18,9,40,382.7,0,0,24,9.0,3.0,1.5909090909090908,0.8181818181818182,0.4090909090909091,1.8181818181818181
337,Kelan Martin,MIN,Northwest,West,28,24,31,12,19,495,197,71,181,39.2,25,96,26.0,30,31,96.8,12,84,96,23,20,7,9,51,374.7,0,0,-22,6.354838709677419,3.096774193548387,0.7419354838709677,0.22580645161290322,0.2903225806451613,1.6451612903225807
338,Dzanan Musa,BKN,Atlantic,East,14,21,40,20,20,487,192,64,172,37.2,19,78,24.4,45,60,75.0,21,65,86,43,36,15,1,30,371.7,0,0,-23,4.8,2.15,1.075,0.375,0.025,0.75
339,Skal Labissiere,ATL,Southeast,East,27,24,33,14,19,567,190,81,147,55.1,3,13,23.1,25,33,75.8,65,104,169,42,30,7,31,89,539.8,1,0,12,5.757575757575758,5.121212121212121,1.2727272727272727,0.21212121212121213,0.9393939393939394,2.696969696969697
340,Willy Hernangomez,CHA,Southeast,East,22,26,31,7,24,375,190,74,139,53.2,5,22,22.7,37,59,62.7,43,91,134,29,30,10,7,32,415.3,2,0,-18,6.129032258064516,4.32258064516129,0.9354838709677419,0.3225806451612903,0.22580645161290322,1.032258064516129
341,Dennis Smith Jr.,NYK,Atlantic,East,25,22,34,7,27,537,187,72,211,34.1,16,54,29.6,27,53,50.9,21,57,78,98,58,28,8,65,477.6,0,0,-195,5.5,2.2941176470588234,2.8823529411764706,0.8235294117647058,0.23529411764705882,1.911764705882353
342,Rodney McGruder,LAC,Pacific,West,4,28,56,38,18,871,187,72,181,39.8,24,89,27.0,19,34,55.9,29,122,151,36,24,26,8,74,500.2,0,0,-4,3.3392857142857144,2.6964285714285716,0.6428571428571429,0.4642857142857143,0.14285714285714285,1.3214285714285714
343,Marvin Bagley III,SAC,Pacific,West,20,21,13,2,11,334,185,78,167,46.7,4,22,18.2,25,31,80.6,29,68,97,10,18,6,12,43,352.4,3,0,-89,14.23076923076923,7.461538461538462,0.7692307692307693,0.46153846153846156,0.9230769230769231,3.3076923076923075
344,Brandon Knight,DET,Central,East,26,28,25,4,21,462,183,59,167,35.3,45,131,34.4,20,34,58.8,4,37,41,69,38,10,3,40,336.7,0,0,-70,7.32,1.64,2.76,0.4,0.12,1.6
345,Wayne Ellington,NYK,Atlantic,East,25,32,36,9,27,558,183,61,174,35.1,50,143,35.0,11,13,84.6,4,61,65,44,18,13,4,41,360.0,0,0,-18,5.083333333333333,1.8055555555555556,1.2222222222222223,0.3611111111111111,0.1111111111111111,1.1388888888888888
346,Alfonzo McKinnie,CLE,Central,East,29,27,40,11,29,593,182,73,171,42.7,14,65,21.5,22,31,71.0,37,76,113,14,26,23,8,72,405.6,1,0,-93,4.55,2.825,0.35,0.575,0.2,1.8
347,Matthew Dellavedova,CLE,Central,East,29,29,57,17,40,821,177,62,175,35.4,21,91,23.1,32,37,86.5,18,57,75,180,59,20,2,78,544.0,1,0,-12,3.1052631578947367,1.3157894736842106,3.1578947368421053,0.3508771929824561,0.03508771929824561,1.368421052631579
348,Marko Guduric,MEM,Southwest,West,17,25,44,19,25,484,173,62,157,39.5,25,83,30.1,24,26,92.3,14,59,73,45,36,12,8,34,352.1,0,0,-28,3.9318181818181817,1.6590909090909092,1.0227272727272727,0.2727272727272727,0.18181818181818182,0.7727272727272727
349,Allen Crabbe,MIN,Northwest,West,28,28,37,5,32,653,172,63,177,35.6,36,119,30.3,10,14,71.4,11,66,77,33,17,15,4,47,353.9,0,0,-221,4.648648648648648,2.081081081081081,0.8918918918918919,0.40540540540540543,0.10810810810810811,1.2702702702702702
350,Goga Bitadze,IND,Central,East,7,20,54,32,22,471,172,70,150,46.7,8,42,19.0,24,33,72.7,25,81,106,23,28,10,37,65,446.7,1,0,-14,3.185185185185185,1.962962962962963,0.42592592592592593,0.18518518518518517,0.6851851851851852,1.2037037037037037
351,Nassir Little,POR,Northwest,West,15,20,48,22,26,572,172,65,151,43.0,14,59,23.7,28,44,63.6,31,77,108,22,15,13,14,72,400.6,1,0,-54,3.5833333333333335,2.25,0.4583333333333333,0.2708333333333333,0.2916666666666667,1.5
352,Patrick McCaw,TOR,Atlantic,East,2,24,37,27,10,908,170,67,162,41.4,23,71,32.4,13,18,72.2,19,67,86,79,29,39,4,60,491.7,1,0,2,4.594594594594595,2.324324324324324,2.135135135135135,1.054054054054054,0.10810810810810811,1.6216216216216217
353,PJ Dozier,DEN,Northwest,West,6,23,29,18,11,412,168,65,157,41.4,17,49,34.7,21,29,72.4,10,45,55,63,27,14,6,45,361.5,0,0,-66,5.793103448275862,1.896551724137931,2.1724137931034484,0.4827586206896552,0.20689655172413793,1.5517241379310345
354,Otto Porter Jr.,CHI,Central,East,24,27,14,5,9,331,167,62,140,44.3,24,62,38.7,19,27,70.4,13,35,48,25,11,15,6,31,314.1,0,0,26,11.928571428571429,3.4285714285714284,1.7857142857142858,1.0714285714285714,0.42857142857142855,2.2142857142857144
355,Javonte Green,BOS,Atlantic,East,5,26,48,33,15,468,163,63,126,50.0,9,33,27.3,28,42,66.7,24,69,93,26,23,24,8,43,386.6,0,0,-31,3.3958333333333335,1.9375,0.5416666666666666,0.5,0.16666666666666666,0.8958333333333334
356,Chris Clemons,HOU,Southwest,West,8,22,33,19,14,291,161,57,142,40.1,37,107,34.6,10,11,90.9,4,26,30,27,19,9,6,26,263.5,0,0,-62,4.878787878787879,0.9090909090909091,0.8181818181818182,0.2727272727272727,0.18181818181818182,0.7878787878787878
357,Dante Exum,CLE,Central,East,29,24,35,10,25,486,159,56,119,47.1,15,43,34.9,32,43,74.4,12,55,67,40,31,13,8,38,331.4,0,0,-109,4.542857142857143,1.9142857142857144,1.1428571428571428,0.37142857142857144,0.22857142857142856,1.0857142857142856
358,Anzejs Pasecniks,WAS,Southeast,East,23,24,27,9,18,437,156,61,116,52.6,0,3,0.0,34,58,58.6,42,65,107,18,24,9,12,75,350.4,0,0,-4,5.777777777777778,3.962962962962963,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.7777777777777777
359,Gary Clark,ORL,Southeast,East,18,25,42,23,19,566,156,54,133,40.6,39,111,35.1,9,10,90.0,37,73,110,17,10,6,22,46,387.5,0,0,-56,3.7142857142857144,2.619047619047619,0.40476190476190477,0.14285714285714285,0.5238095238095238,1.0952380952380953
360,JaKarr Sampson,IND,Central,East,7,27,34,21,13,471,156,68,115,59.1,2,13,15.4,18,27,66.7,20,68,88,21,15,16,12,64,362.1,0,0,20,4.588235294117647,2.588235294117647,0.6176470588235294,0.47058823529411764,0.35294117647058826,1.8823529411764706
361,Allonzo Trier,NYK,Atlantic,East,25,24,24,2,22,291,155,51,106,48.1,19,53,35.8,34,43,79.1,6,23,29,28,22,3,4,29,230.8,0,0,-71,6.458333333333333,1.2083333333333333,1.1666666666666667,0.125,0.16666666666666666,1.2083333333333333
362,Keldon Johnson,SAS,Southwest,West,19,20,17,8,9,301,154,53,89,59.6,13,22,59.1,35,44,79.5,10,47,57,15,13,14,2,28,279.9,1,0,67,9.058823529411764,3.3529411764705883,0.8823529411764706,0.8235294117647058,0.11764705882352941,1.6470588235294117
363,Edmond Sumner,IND,Central,East,7,24,31,16,15,447,152,61,142,43.0,14,53,26.4,16,29,55.2,11,35,46,55,22,15,9,44,339.7,0,0,-28,4.903225806451613,1.4838709677419355,1.7741935483870968,0.4838709677419355,0.2903225806451613,1.4193548387096775
364,Robert Williams III,BOS,Atlantic,East,5,22,29,19,10,388,150,64,88,72.7,0,0,0.0,22,34,64.7,40,88,128,27,21,22,35,51,494.1,0,0,36,5.172413793103448,4.413793103448276,0.9310344827586207,0.7586206896551724,1.206896551724138,1.7586206896551724
365,Chris Chiozza,BKN,Atlantic,East,14,24,28,14,14,401,142,55,140,39.3,27,72,37.5,5,5,100.0,9,44,53,83,32,21,4,37,373.1,1,0,91,5.071428571428571,1.8928571428571428,2.9642857142857144,0.75,0.14285714285714285,1.3214285714285714
366,Jusuf Nurkic,POR,Northwest,West,15,25,8,6,2,253,141,54,109,49.5,2,10,20.0,31,35,88.6,23,59,82,32,19,11,16,39,349.4,3,0,-4,17.625,10.25,4.0,1.375,2.0,4.875
367,Kenrich Williams,NOP,Southwest,West,21,25,39,12,27,832,136,51,147,34.7,25,97,25.8,9,26,34.6,51,135,186,57,22,27,21,88,566.7,0,0,-26,3.4871794871794872,4.769230769230769,1.4615384615384615,0.6923076923076923,0.5384615384615384,2.2564102564102564
368,Chris Silva,MIA,Southeast,East,11,23,44,27,17,346,133,48,78,61.5,0,3,0.0,37,55,67.3,60,66,126,23,32,9,21,85,376.7,0,0,-54,3.022727272727273,2.8636363636363638,0.5227272727272727,0.20454545454545456,0.4772727272727273,1.9318181818181819
369,D.J. Wilson,MIL,Central,East,1,24,37,29,8,363,133,52,132,39.4,18,73,24.7,11,18,61.1,12,80,92,25,19,3,5,33,285.9,0,0,-47,3.5945945945945947,2.4864864864864864,0.6756756756756757,0.08108108108108109,0.13513513513513514,0.8918918918918919
370,Noah Vonleh,DEN,Northwest,West,6,24,36,13,23,378,132,52,92,56.5,3,15,20.0,25,32,78.1,37,87,124,28,21,11,6,40,352.8,0,0,-54,3.6666666666666665,3.4444444444444446,0.7777777777777778,0.3055555555555556,0.16666666666666666,1.1111111111111112
371,Jacob Evans,MIN,Northwest,West,28,23,29,8,21,418,128,45,134,33.6,13,39,33.3,25,29,86.2,9,32,41,31,25,11,12,41,267.7,0,0,-101,4.413793103448276,1.4137931034482758,1.0689655172413792,0.3793103448275862,0.41379310344827586,1.4137931034482758
372,Justise Winslow,MEM,Southwest,West,17,24,11,7,4,352,124,50,129,38.8,6,27,22.2,18,27,66.7,16,57,73,44,24,7,5,38,289.6,1,0,52,11.272727272727273,6.636363636363637,4.0,0.6363636363636364,0.45454545454545453,3.4545454545454546
373,Carsen Edwards,BOS,Atlantic,East,5,22,37,25,12,351,121,42,128,32.8,24,76,31.6,13,19,68.4,6,41,47,24,15,12,4,34,246.4,0,0,-47,3.27027027027027,1.2702702702702702,0.6486486486486487,0.32432432432432434,0.10810810810810811,0.918918918918919
374,Theo Pinson,NYK,Atlantic,East,25,24,33,15,18,365,120,45,155,29.0,15,80,18.8,15,16,93.8,10,44,54,56,33,17,4,35,298.8,0,0,-40,3.6363636363636362,1.6363636363636365,1.696969696969697,0.5151515151515151,0.12121212121212122,1.0606060606060606
375,Gary Payton II,WAS,Southeast,East,23,27,29,13,16,432,113,48,116,41.4,13,46,28.3,4,8,50.0,26,54,80,48,20,33,7,54,381.0,1,0,-139,3.896551724137931,2.7586206896551726,1.6551724137931034,1.1379310344827587,0.2413793103448276,1.8620689655172413
376,Caleb Martin,CHA,Southeast,East,22,24,18,6,12,317,111,37,84,44.0,20,37,54.1,17,21,81.0,10,28,38,23,15,12,7,32,233.1,0,0,6,6.166666666666667,2.111111111111111,1.2777777777777777,0.6666666666666666,0.3888888888888889,1.7777777777777777
377,Dion Waiters,LAL,Pacific,West,3,28,10,4,6,207,111,41,99,41.4,15,47,31.9,14,17,82.4,2,22,24,20,16,4,6,21,183.8,0,0,29,11.1,2.4,2.0,0.4,0.6,2.1
378,Courtney Lee,DAL,Southwest,West,13,34,24,15,9,345,107,40,82,48.8,21,47,44.7,6,7,85.7,7,25,32,12,11,18,6,33,224.4,0,0,39,4.458333333333333,1.3333333333333333,0.5,0.75,0.25,1.375
379,Dragan Bender,GSW,Pacific,West,30,22,16,10,6,286,107,41,92,44.6,15,43,34.9,10,14,71.4,16,57,73,28,21,4,9,42,254.6,0,0,-5,6.6875,4.5625,1.75,0.25,0.5625,2.625
380,Drew Eubanks,SAS,Southwest,West,19,23,22,13,9,272,107,43,67,64.2,1,1,100.0,20,26,76.9,28,57,85,15,21,5,17,37,276.5,0,0,-71,4.863636363636363,3.8636363636363638,0.6818181818181818,0.22727272727272727,0.7727272727272727,1.6818181818181819
381,Isaiah Hartenstein,HOU,Southwest,West,8,22,23,16,7,266,107,44,67,65.7,0,5,0.0,19,28,67.9,29,61,90,18,16,9,12,41,289.0,2,0,40,4.6521739130434785,3.9130434782608696,0.782608695652174,0.391304347826087,0.5217391304347826,1.7826086956521738
382,David Nwaba,HOU,Southwest,West,8,27,20,8,12,268,104,37,71,52.1,12,28,42.9,18,27,66.7,8,37,45,8,8,11,12,32,231.0,0,0,35,5.2,2.25,0.4,0.55,0.6,1.6
383,Deonte Burton,OKC,Northwest,West,9,26,39,22,17,357,104,43,125,34.4,10,53,18.9,8,14,57.1,7,50,57,17,19,7,10,34,229.9,0,0,-100,2.6666666666666665,1.4615384615384615,0.4358974358974359,0.1794871794871795,0.2564102564102564,0.8717948717948718
384,Stephen Curry,GSW,Pacific,West,30,32,5,1,4,139,104,33,82,40.2,12,49,24.5,26,26,100.0,4,22,26,33,16,5,2,11,189.7,1,0,-45,20.8,5.2,6.6,1.0,0.4,2.2
385,Kyle O'Quinn,PHI,Atlantic,East,12,30,29,18,11,313,102,42,85,49.4,7,27,25.9,11,20,55.0,34,82,116,51,20,7,24,37,390.7,2,0,-33,3.5172413793103448,4.0,1.7586206896551724,0.2413793103448276,0.8275862068965517,1.2758620689655173
386,Ty Jerome,PHX,Pacific,West,16,22,31,16,15,328,102,38,113,33.6,14,50,28.0,12,16,75.0,7,39,46,44,18,15,3,29,259.2,0,0,-102,3.2903225806451615,1.4838709677419355,1.4193548387096775,0.4838709677419355,0.0967741935483871,0.9354838709677419
387,Admiral Schofield,WAS,Southeast,East,23,23,33,9,24,368,99,35,92,38.0,19,61,31.1,10,15,66.7,7,40,47,15,7,8,4,50,206.9,0,0,-57,3.0,1.4242424242424243,0.45454545454545453,0.24242424242424243,0.12121212121212122,1.5151515151515151
388,Terance Mann,LAC,Pacific,West,4,23,41,27,14,362,99,37,79,46.8,7,20,35.0,18,27,66.7,10,45,55,53,18,11,5,46,274.5,1,0,-5,2.4146341463414633,1.3414634146341464,1.2926829268292683,0.2682926829268293,0.12195121951219512,1.1219512195121952
389,Garrison Mathews,WAS,Southeast,East,23,23,18,8,10,227,98,24,56,42.9,19,46,41.3,31,34,91.2,6,18,24,10,8,8,1,32,160.8,0,0,35,5.444444444444445,1.3333333333333333,0.5555555555555556,0.4444444444444444,0.05555555555555555,1.7777777777777777
390,Tim Frazier,DET,Central,East,26,29,27,9,18,355,97,34,94,36.2,10,30,33.3,19,24,79.2,9,24,33,93,36,14,4,42,294.1,0,0,-54,3.5925925925925926,1.2222222222222223,3.4444444444444446,0.5185185185185185,0.14814814814814814,1.5555555555555556
391,Andre Iguodala,MIA,Southeast,East,11,36,21,10,11,418,96,38,88,43.2,14,47,29.8,6,15,40.0,17,61,78,51,26,14,21,35,345.1,0,0,-25,4.571428571428571,3.7142857142857144,2.4285714285714284,0.6666666666666666,1.0,1.6666666666666667
392,Ante Zizic,CLE,Central,East,29,23,22,4,18,221,96,41,72,56.9,0,0,0.0,14,19,73.7,18,48,66,6,10,7,5,27,210.2,1,0,14,4.363636363636363,3.0,0.2727272727272727,0.3181818181818182,0.22727272727272727,1.2272727272727273
393,Jordan Bell,CLE,Central,East,29,25,29,8,21,256,93,35,67,52.2,4,12,33.3,19,31,61.3,30,51,81,16,21,3,10,19,232.2,0,0,-8,3.206896551724138,2.793103448275862,0.5517241379310345,0.10344827586206896,0.3448275862068966,0.6551724137931034
394,Thabo Sefolosha,HOU,Southwest,West,8,36,41,27,14,436,92,37,91,40.7,15,54,27.8,3,8,37.5,21,72,93,25,15,24,12,43,334.1,0,0,36,2.2439024390243905,2.268292682926829,0.6097560975609756,0.5853658536585366,0.2926829268292683,1.048780487804878
395,Bruno Caboclo,HOU,Southwest,West,8,24,30,11,19,244,90,38,89,42.7,6,33,18.2,8,9,88.9,23,37,60,12,13,15,17,31,263.0,1,0,-32,3.0,2.0,0.4,0.5,0.5666666666666667,1.0333333333333334
396,Jalen McDaniels,CHA,Southeast,East,22,22,16,7,9,293,89,33,70,47.1,9,24,37.5,14,17,82.4,15,50,65,13,11,8,3,36,208.5,0,0,-23,5.5625,4.0625,0.8125,0.5,0.1875,2.25
