,PLAYER,TEAM,DIV,CONF,RANK,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,AVG PTS,AVG REB,AVG AST,AVG STL,AVG BLK,AVG PF
506,Eric Mika,SAC,Pacific,West,20,25,1,0,1,19,6,2,3,66.7,0,0,0.0,2,2,100.0,2,5,7,0,0,0,0,5,14.4,0,0,8,6.0,7.0,0.0,0.0,0.0,5.0
507,Chasson Randle,GSW,Pacific,West,30,27,3,2,1,40,5,0,4,0.0,0,2,0.0,5,6,83.3,0,2,2,5,0,2,0,3,20.9,0,0,-4,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.0,1.0
508,Corey Brewer,SAC,Pacific,West,20,34,5,2,3,33,5,2,4,50.0,0,1,0.0,1,3,33.3,2,6,8,2,2,4,0,7,27.6,0,0,5,1.0,1.6,0.4,0.8,0.0,1.4
509,Jamal Crawford,BKN,Atlantic,East,14,40,1,1,0,6,5,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,3,0,0,0,1,9.5,0,0,4,5.0,0.0,3.0,0.0,0.0,1.0
510,Luc Mbah a Moute,HOU,Southwest,West,8,33,3,1,2,25,5,2,5,40.0,0,2,0.0,1,2,50.0,1,1,2,0,1,2,0,0,12.4,0,0,-7,1.6666666666666667,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
511,Max Strus,CHI,Central,East,24,24,2,0,2,6,5,2,3,66.7,0,1,0.0,1,1,100.0,1,0,1,0,0,0,0,1,6.2,0,0,15,2.5,0.5,0.0,0.0,0.0,0.5
512,Ryan Anderson,HOU,Southwest,West,8,32,2,1,1,14,5,2,7,28.6,1,5,20.0,0,0,0.0,0,7,7,2,1,1,0,1,18.4,0,0,7,2.5,3.5,1.0,0.5,0.0,0.5
513,Kyle Guy,SAC,Pacific,West,20,22,3,2,1,10,4,2,5,40.0,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,1,6.7,0,0,-11,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
514,Tariq Owens,PHX,Pacific,West,16,25,3,0,3,15,4,1,5,20.0,0,2,0.0,2,2,100.0,2,1,3,0,0,1,0,1,10.6,0,0,-16,1.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333
515,Daryl Macon,MIA,Southeast,East,11,24,4,4,0,14,3,1,3,33.3,1,2,50.0,0,0,0.0,0,0,0,1,2,0,0,1,2.5,0,0,0,0.75,0.0,0.25,0.0,0.0,0.25
516,Henry Ellenson,BKN,Atlantic,East,14,23,5,2,3,15,2,1,7,14.3,0,4,0.0,0,0,0.0,2,4,6,1,0,0,0,1,10.7,0,0,12,0.4,1.2,0.2,0.0,0.0,0.2
517,Jared Harper,NYK,Atlantic,East,25,22,3,1,2,8,2,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2.0,0,0,-11,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
518,Joe Chealey,CHA,Southeast,East,22,24,4,1,3,33,2,0,7,0.0,0,4,0.0,2,2,100.0,0,0,0,1,2,4,0,2,13.5,0,0,-18,0.5,0.0,0.25,1.0,0.0,0.5
519,Josh Gray,NOP,Southwest,West,21,26,2,1,1,23,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,2,5,0,0,1,2.4,0,0,-7,1.0,1.0,1.0,0.0,0.0,0.5
520,Kyle Alexander,MIA,Southeast,East,11,23,2,0,2,13,2,1,2,50.0,0,0,0.0,0,0,0.0,2,1,3,0,1,0,0,1,4.6,0,0,-3,1.0,1.5,0.0,0.0,0.0,0.5
521,Malik Newman,CLE,Central,East,29,23,1,0,1,4,2,0,2,0.0,0,1,0.0,2,2,100.0,0,0,0,0,1,0,0,0,1.0,0,0,-3,2.0,0.0,0.0,0.0,0.0,0.0
522,Matt Mooney,CLE,Central,East,29,23,4,0,4,19,2,1,4,25.0,0,2,0.0,0,0,0.0,0,3,3,1,0,2,1,1,16.1,0,0,7,0.5,0.75,0.25,0.5,0.25,0.25
523,Tyler Zeller,SAS,Southwest,West,19,30,2,1,1,4,2,1,4,25.0,0,0,0.0,0,0,0.0,3,1,4,0,0,0,0,0,6.8,0,0,3,1.0,2.0,0.0,0.0,0.0,0.0
524,Isaiah Roby,OKC,Northwest,West,9,22,3,2,1,11,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,1,1.4,0,0,-4,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
525,J.P. Macura,CLE,Central,East,29,25,1,1,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
526,Marques Bolden,CLE,Central,East,29,22,1,0,1,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,0,1,5.4,0,0,4,0.0,2.0,0.0,1.0,0.0,1.0
527,Stanton Kidd,UTA,Northwest,West,10,28,4,3,1,15,0,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,1,2,0,0,3,3.1,0,0,-1,0.0,0.75,0.25,0.0,0.0,0.75
528,William Howard,HOU,Southwest,West,8,26,2,1,1,13,0,0,4,0.0,0,4,0.0,0,0,0.0,0,2,2,1,1,0,0,1,2.9,0,0,-16,0.0,1.0,0.5,0.0,0.0,0.5
